5532682MEDIFOL 5                                   5 mg comp.x 30          00003479NNAustral         00000490020160502002000073885407798011651757003010SNN00
4863171HYPERSOL                                    3% spray nasal x 25 ml  00000000NNCassar†         00000879920160502002020462823307795373011830000110SNN00
4863172HYPERSOL                                    3% spray nasal x 45 ml  00000000NNCassar†         00001388320160502002000464667007795373030633000150SNN00
4877951HYPERSOL B 100                              spray nasal x 100 dosis 00005300NNCassar†         00001157320160502002060462869807795373011700010010SNN00
4877873HYPERSOL B 50                               spray nasal x 200 dosis 00007222NNCassar†         00001101920160502002060462869707795373011755020010SNN00
6115392HYPERSOL GOTAS                              sol.hipertonica x 7.5ml 00000000NNCassar†         00000881420160502002000464817007795373012226000110SNN00
6183396HYPERSOL NEBU                               sol.neb.unids.estÇr.x 1200000000NNCassar†         00002167220160502002020464882107795373011106001210SNN00
9947368HYPERSOL SOLUCION                           3%sol.esterilx12mds.x5ml00000000NNCassar†         00001845420160502001000464736807795373015111001210NNN00
4863173HYPERSOL UNIDOSIS                           unidosis estÇriles x 25 00000000NNCassar†         00000756420160502002020462964007795373011892002510SNN00
5684551IBUSOL                                      gts. x 20 ml            00000000NNCassar†         00000350220160502002000464165807795373015791000110SNN00
4645033ITRAC 100                                   caps.x 15               00013780SNCassar†         00001880120160502002020463180607795373015913001510SNN00
6022265ITRAC 200                                   caps.x 14               00030070SNCassar†         00004184520160502002020464625707795373001800001410SNN00
5167741KERATOPIC 40                                cr.x 15 g               00000000NNCassar†         00000659620160502002000463539807795373019300000110SNN00
3711042LICEND                                      0.5% locion x 60 g.     00000000NNCassar†         00001430520160502002020465038807795373013209000110SNN00
4895011METRAL                                      1% cr.x 30 g            00006678NNCassar†         00001005420160502002020463835707795373010888000110SNN00
5080732MICOSEP                                     cr.dÇrm.x 30 g          00000000NNCassar†         00000514820160502002020463242407795373015616000110SNN00
5080891MICOSEP                                     pasta dÇrm.x 30 g       00000000NNCassar†         00000514520160502002020463242507795373015630000110SNN00
5081071MICOSEP                                     polvo x 30 g            00000000NNCassar†         00000784520160502002000464134307795373010970000110SNN00
5091834MICOSEP B NF                                cr.dÇrm.x 30 g          00000000NNCassar†         00000717620160502002000465172707795373022553000110SNN00
5081122MICOSEP DEO                                 aer.x 110 g             00000000NNCassar†         00000991720160502002000463180807795373015593000110SNN00
5701421MODULCASS                                   5% cr.derm.x 3 g        00000000NNCassar†         00001609220160502002020464228807795373017795000110NNN00
6259973NASITRAL                                    spray nas.estÇril x 10ml00000000NNCassar†         00001443420160502001020465068007795373015210000110NNN00
5102001NEOQUIN                                     gel x 40 g              00000000NNCassar†         00000982220160502002000463264307795373015838000110SNN00
4017371NEOQUIN FORTE                               cr.x 20 g               00000000NNCassar†         00001239420160502002000464648107795373012967000110SNN00
4204062NEOTRETIN D                                 0.005% cr.x 30 g        00000000NNCassar†         00000929420160502002020462625207795373012929000110SNN00
4204222NEOTRETIN F                                 0.050% cr.x 30 g        00000000NNCassar†         00001132620160502002020462625407795373012943000110SNN00
4204142NEOTRETIN M                                 0.025% cr.x 30 g        00000000NNCassar†         00001028220160502002020462625307795373012936000110SNN00
6079396NEUMOCORT + AEROMED                         200 mcg HFA aer.x 200ds.00009945NNCassar†         00002119720160502002060464735807795373022362020010SNN00
4457771NEUMOCORT BOR                               200 mcg aer.+aerom.x60ds00008414NNCassar†         00001071920160502002000464779207795373014831006010SNN00
5962682NEUMOCORT HFA                               200 mcg aer.x 200 dosis 00013250NNCassar†         00001475020160502002060464593507795373012912020010SNN00
6274715NEUMOCORT PLUS                              aer./inhal.x 150 ds.    00025216NNCassar†         00004679820160502002080465008407795373024458015030SNN00
5606421NIUX                                        spray nasal x 200 ds.   00000000NNCassar†         00003498920160502002020464023507795373015203020010NNN00
6128843OILSOR                                      Champu x 100 ml         00008174NNCassar†         00001655620160502002100464930107795373030688000110SNN00
3815412OTOCLEAN GOTAS OTICAS                       gts.¢ticas x 10 ml      00000000NNCassar†         00000497920160502002020462122907795373012103000110SNN00
4502551OTOFLOX                                     gts.¢ticas x 10 ml      00000000NNCassar†         00001054420160502002080462248707795373011472000110SNN00
5368001OXILER D                                    spray x 10 ml           00004128NNCassar†         00001020420160502002020464378807795373010840000110SNN00
6309979PLUSCAL MOUSSE VAINILLA                     Aerosol x 240 gr/215 ml 00000000NNCassar†         00001470820160502001000465190407795373003880000110NNN00
9944101PLUSCAL mousse                              emuls.x 40 dosis        00006484NNCassar†         000012675201605020010A0464410107795373000384000110NNN00
5152461PODOXIN                                     gel x 5 g               00000000NNCassar†         00001958420160502002000465185107795373011687000110SNN00
4211231PODOXIN                                     sol.t¢pica x 3.5 ml     00000000NNCassar†         00001419120160502002020461864007795373011427000110SNN00
6268421RECUPEL                                     comp.x 60               00000000NNCassar†         00004145720160502001020465001007798011652976006010SNN00
4457696RINO-B 100                                  aerosol x 100 dosis     00005300NNCassar†         00001390020160502002060463640007795373011557010010SNN00
4457431RINO-B 50                                   aerosol x 200 dosis     00007222NNCassar†         00001390020160502002060462248807795373011519020010SNN00
4457511RINO-B NEBU CON DILUYENTE                   gts.p/nebulizar x 20 ml 00008480NNCassar†         00001852420160502002000464917007795373011151000110SNN00
4022302RINOGEL                                     gel nasal x 15 ml       00000000NNCassar†         00000743920160502002020461253607795373011502000110SNN00
5467394SALBUTRAL                                   aer.x 250 dosis         00004638NNCassar†         00000899220160502002060464549607795373012288025010SNN00
4863333SALBUTRAL AC                                sol.p/neb.unid.x24x2.5ml00000000NNCassar†         00001077220160502002080463847407795373022058002410NNN00
6215429SALBUTRAL AC HFA                            aer.x 250 dosis         00000000NNCassar†         00001801720160502002080464915907795373015135025010SNN00
4016624SALBUTRAL C/AEROMED                         aer.HFA x 250 dosis     00005809NNCassar†         00001543020160502002060464714107795373030671025010SNN00
4570792SINALER                                     10 mg comp.x 20         00002747NNCassar†         00000571420160502002000462422907795373012158002030SNN00
4594972SINALER B                                   comp.x 20               00000000NNCassar†         00000937920160502002020462423007795373012165002010SNN00
4595043SINALER B                                   jbe.x 50 ml             00000000NNCassar†         00000494120160502002020463450607795373016156000110SNN00
2276542SINALER D                                   caps.x 10               00000000NNCassar†         00001365420160502002020464204307795373017009001010SNN00
5971133SUAVICORT                                   cr.x 20 g               00004745NNCassar†         00001636220160502002020465100307795373001909000130SNN00
5971266SUAVICORT                                   spray nasal x 150 ds.   00019024NNCassar†         00003271820160502002020465092507795373001831015030SNN00
0194231SUMMAVAC M                                  iny.a.x 8               00000000NNCassar†         00003804620160502002020460207207795373012233000811SNN00
0197961SUMMAVAC P                                  iny.a.x 8               00000000NNCassar†         00004029020160502002020460207307795373012271000811SNN00
5078963SUMMAVAC R                                  comp.x 12               00000000NNCassar†         00005396620160502002020464980607795373012844001210SNN00
9931809TRICOMAX                                    caps.x 30               00000000NNCassar†         00001866520160502001000463180907795373012349003010NNN00
9940935TRICOMAX                                    loci¢n folicular x 30 ml00000000NNCassar†         00002540020160502001000464093507795373019522000110NNN00
9940474TRICOMAX 2                                  caps.x 90               00000000NNCassar†         00004090420160502001000464047407795373022454009010NNN00
6235393VIROSTATIC 800                              comp.x 20               00014249NNCassar†         00003506820160502001080464980507795373070691002010NNN00
5535261VITASOL F                                   fco.gotero x 30 ml      00000000NNCassar†         00000772520160502002000463892807798011653133000110SNN00
5167534XEROBASE                                    emuls.x 100 g           00000000NNCassar†         00000896320160502002000463825107795373019256000110NNN00
5167691XEROBASE 20                                 cr.x 30 g               00000000NNCassar†         00000631320160502002000463539707795373019287000110SNN00
4672926XYLISOL                                     spray lavaje nasalx100ml00000000NNCassar†         00002309220160502002000465162907795373016552000110SNN00
4672922XYLISOL                                     spray nasal x 25 ml     00000000NNCassar†         00001002720160502002020463795007795373016477000110SNN00
4938754ISLOTIN 1000                                comp.rec.x 30           00005854NNCraveri         00001901920160427002040565150507792234001085003020SNN00
4938755ISLOTIN 1000                                comp.rec.x 60           00011709NNCraveri         00003315620160427002040565150607792234001092006040SNN00
9944209ALERGITRAT L                                10 mg comp.x 10         00001373NNFecofar         00000289520160502001000924420907798006302022001010NNN00
9944210ALERGITRAT L                                10 mg comp.x 30         00004120NNFecofar         00000740920160502001000924421007798006302039003030NNN00
3754291AMOXICILINA FECOFAR                         250 mg jbe.x 60 ml      00002146NNFecofar         00000501120160502003080921415607798006300929000110SNN00
3754031AMOXICILINA FECOFAR                         500 mg comp.x 8         00001545NNFecofar         00000326520160502003080921415407798006300936000810SNN00
3754372AMOXICILINA FECOFAR                         500 mg jbe.x 90 ml      00003588NNFecofar         00000911320160502003080921558807798006300974000120SNN00
0569200BIDEON FREE                                 sol.x 10 ml             00000000NNFecofar         00000671920160502001000924223907798006300240000110NNN00
9942904BRANZOL                                     jbe.x 120 ml            00000000NNFecofar         00000682620160502001000924290407798006302091000110NNN00
5069532CEFALEXINA FECOFAR                          500 mg comp.x 16        00004909NNFecofar         00001241020160502003080923348807798006300424001630SNN00
5069811CEFALEXINA FECOFAR                          500 mg susp.x 60 ml     00004437NNFecofar         00001003320160502003080923348507798006300479000110SNN00
0283251FUNGOCOP                                    pvo.x 60 g              00000000NNFecofar         00000662720160502001000920354307798006300202000110NNN00
2106411FUROSEMIDA FECOFAR                          comp.x 30               00004770NNFecofar         00001143520160502002060920354607798006300233003010SNN00
5812681LIPOKEMIA 20                                20 mg comp.x 30         00021200NNFecofar         00005421920160502002060924474607798006302183003010SNN00
9918308URTIKALMA                                   loc.x 120 ml            00000000NNFecofar         00000784120160502001000921830807798006300592000110NNN00
9910344VASELINA LIQUIDA FECOFAR                    F.A.VI ed.x 125 ml      00000000NNFecofar         00000380620160502001100921034407798006301247000110NNN00
0791041ANGINETAS                                   grag.x 20               00000000NNFucus           0000075872016042900100101060370             002010NNN00
0791042ANGINETAS                                   grag.x 30               00000000NNFucus           00000870020160429001001010380107798024740141003030NNN00
9951982ANGINETAS CARAMELOS                         caram.x 9               00000000NNFucus           00000530020160429001001015198207798024740028000910NNN00
1150732CAZMAR                                      cr.x 100 g              00000000NNFucus           00001150020160429001001010503507798024740172000130NNN00
1150731CAZMAR                                      cr.x 50 g               00000000NNFucus           00000770020160429001001010380907798024740165000110NNN00
0177582DENTOLINA FUCUS                             sol.x 10 ml             00000000NNFucus           00000870020160429001001010381107798024740035000130NNN00
0177581DENTOLINA FUCUS                             sol.x 5 ml              00000000NNFucus           0000063552016042900100101052350             000110NNN00
9930274FRUCTINES                                   comp.x 12               00000000NNFucus           0000032682016042900100101302740             001210NNN00
9930275FRUCTINES                                   comp.x 24               00000000NNFucus           0000062632016042900100101302750             002420NNN00
1151803FRUCTINES                                   comp.x 30               00000000NNFucus           00000750020160429001001010381207798024740202003050NNN00
0054562INHALANTE FUCUS                             sol.x 100 ml            00000000NNFucus           0000081332016042900100101052660             000120NNN00
0054563INHALANTE FUCUS                             sol.x 120 ml            00000000NNFucus           00000890020160429001001010381307798024740066000150NNN00
0054561INHALANTE FUCUS                             sol.x 55 ml             00000000NNFucus           0000059182016042900100101052620             000110NNN00
0050763SELLOS FUCUS                                env.x 12                00000000NNFucus           00000684120160429001001010381607798024740110001250NNN00
0050761SELLOS FUCUS                                env.x 2                 00000000NNFucus           00000121420160429001001010381400000077992192000210NNN00
0050764SELLOS FUCUS                                env.x 24                00000000NNFucus           00001173820160429001001010381707798024740127002440NNN00
0050762SELLOS FUCUS                                env.x 6                 00000000NNFucus           00000357120160429001001010381500000077992208000620NNN00
5593681ADVATE                                      1000 UI fco.amp.liof.x 100000000NNBaxter Argentina00576230120160501012001223978105413760309675000110NNN00
5593711ADVATE                                      1500 UI fco.amp.liof.x 100000000NNBaxter Argentina00864345220160501012001224285405413760313191000110NNN00
5593421ADVATE                                      250 UI fco.amp.liof.x 1 00000000NNBaxter Argentina00144057620160501012001223977905413760309651000110NNN00
5593551ADVATE                                      500 UI fco.amp.liof.x 1 00000000NNBaxter Argentina00288115120160501012001223978005413760309668000110NNN00
5919000ARALAST NP                                  1g f.a.liof.+disol.x50ml00000000NNBaxter Argentina00300214720160501002001224503103094428020204000110NNN00
2511249FEIBA TIM 4                                 1000 UI f.a.x 1 +solv.  00000000NNBaxter Argentina00464884720160501012001222089009002864058822000110NNN00
4270561HEMOFIL M                                   1000 UI env.x 1         00000000NNBaxter Argentina00287569020160501012001222180007797545000451000110NNN00
4270301HEMOFIL M                                   250 UI env.x 1          00000000NNBaxter Argentina00071892720160501012001222179807797545000437000110NNN00
4270481HEMOFIL M                                   500 UI env.x 1          00000000NNBaxter Argentina00143785620160501012001222179907797545000444000110NNN00
4749662IMMUNATE                                    1000 UI liof.f.a.x 1    00000000NNBaxter Argentina00261427320160501012001222089305413760255323000110NNN00
4749402IMMUNATE                                    250 UI liof.f.a.x 1     00000000NNBaxter Argentina00065356320160501012001222089105413760255309000110NNN00
4749582IMMUNATE                                    500 UI liof.f.a.x 1     00000000NNBaxter Argentina00130712520160501012001222089205413760255316000110NNN00
3660061IMMUNINE                                    1200 UI f.a.x 1         00000000NNBaxter Argentina00241671220160501012001222090309002864059911000110NNN00
3659911IMMUNINE                                    600 UI f.a.x 1          00000000NNBaxter Argentina00120835720160501012001222090209002864059607000110NNN00
5701971KIOVIG                                      10 g f.a.x 1 x 100 ml   00000000NNBaxter Argentina004647423201605010120A1224167505413760303468000111NNN00
5701711KIOVIG                                      2.5 g f.a.x 1 x 25 ml   00000000NNBaxter Argentina001161861201605010120A1224167305413760303697000111NNN00
5702001KIOVIG                                      20 g f.a.x 1 x 200 ml   00000000NNBaxter Argentina009294847201605010120A1224167605413760303475000111NNN00
5701841KIOVIG                                      5 g f.a.x 1 x 50 ml     00000000NNBaxter Argentina002323701201605010120A1224167405413760303451000111NNN00
2687816PROTROMPLEX TOTAL TIM 4                     600 UI f.a.             00000000NNBaxter Argentina00051956120160501012001221178605413760014227000110NNN00
5078752DERMEXANE                                   cr.x 30 g               00004346NNLersan          00000727920160502002021413180407795373010376000110SNN00
5849684DERMEXANE                                   espuma x 60 g           00007684NNLersan          00001954520160502002021414444207795373000407000110SNN00
5078802DERMEXANE                                   ung.x 30 g              00004346NNLersan          00000660620160502002021413180507795373010390000110SNN00
5777711DERMEXANE CAPILAR                           loc.x 30 ml             00004346NNLersan          00000786920160502002021414296807795373000377000110NNN00
4885872MICOPIROX                                   cr.x 30 g               00000000NNLersan          00000696320160502002021412823507795373013322000110SNN00
4885953MICOPIROX                                   loc.x 50 ml             00000000NNLersan          00000785320160502002021412823407795373013339000110NNN00
5399714MICOPIROX                                   shamp.x 100 ml          00000000NNLersan          00001081620160502002021413728607795373013346000110SNN00
5005392MICOPIROX LACA                              laca x 5 ml             00000000NNLersan          00001582520160502002021413180707795373011038000110SNN00
4691991OTEX HC                                     gts.¢ticas x 5 ml       00000000NNLersan          00000593420160502002001412646307795373011366000110SNN00
4584812SUAVILER                                    sol.oft.x 10 ml         00000000NNLersan          00000540020160502002001414057007795333007675000110SNN00
5345261TOBRALER                                    sol.oft.x 5 ml          00003369NNLersan          00000540020160502002001414057107795333007682000110SNN00
9951008VERRUPLANT                                  fco.x 8 ml              00000000NNLersan          00001650620160502001001415100807795333000102000110NNN00
5586841STEROGYL                                    f.a.beb.x 2 ml          00011290NNSpedrog Caillon 00002480520160502002022223958507795366453142000110SNN00
5867554STEROGYL 400                                sol.oral x 10 ml        00009659NNSpedrog Caillon 00002046120160502002022224432607795366000209000110SNN00
6371132MISOFAGAN                                   200 mg comp.x 360       00000000NNTuteur          01076400120160428003002875239207793397090299036030NNN00
9951929365 UP                                      comp.x 32               00000000NNDel Bel         00000849020160502011102905192907794561319468003210NNN00
9927642BRONSUAL                                    comp.x 24               00000000NNDel Bel         00001499020160502001002902764207794561000152002410NNN00
9949580BRONSUAL PREMIUN PACK                       comp.x 32+ cr.acel.x 50g00000000NNDel Bel         00001999020160502001002904958007794561219461000210NNN00
9938708SUAL ADELGAZANTE                            comp.x 32               00000000NNDel Bel         0000139902016050200100290387080             003210NNN00
9949847SUAL DUAL EFFECT                            pack comp.x 40+cr.x 50 g00000000NNDel Bel         00001899020160502001002904984707794561119464000210NNN00
9951928ZHENG XUAL                                  comp.x 8                00000000NNDel Bel         00001649020160502001102905192807794561419465000810NNN00
9948174COLGATE CEPILLOS DENTALES                   360ß lum. white mediox 100000000NNColgate         00000857020160502001104114817407509546055121000110NNN00
9939637COLGATE CEPILLOS DENTALES                   360ß medio cab.normal x100000000NNColgate         00000599020160502001104113963707891024316160000110NNN00
9941991COLGATE CEPILLOS DENTALES                   360ß sensitive x 1      00000000NNColgate         00000599020160502001104114199107702010130342000110NNN00
9939638COLGATE CEPILLOS DENTALES                   360ß suave cab.compac.x100000000NNColgate         00000599020160502001104113963807891024316184000110NNN00
9940031COLGATE CEPILLOS DENTALES                   Extra Clean mediano x 1 00000000NNColgate         00000226020160502001104114003105900273001566000110NNN00
9941993COLGATE CEPILLOS DENTALES                   Max Fresh medio x 1     00000000NNColgate         00000510020160502001104114199307509546031873000110NNN00
9930059COLGATE CEPILLOS DENTALES                   Navigator mediano       00000000NNColgate         00000387020160502001104113005907702010363986000110NNN00
9940029COLGATE CEPILLOS DENTALES                   Smiles +5 a§os x 1      00000000NNColgate         00000342020160502011104114002907591083011104000110NNN00
9919012COLGATE CEPILLOS DENTALES                   Smiles 0-2 a§os x 1     00000000NNColgate         00000342020160502011104111901207591083011081000110NNN00
9940028COLGATE CEPILLOS DENTALES                   Smiles 2-5 a§os x 1     00000000NNColgate         00000347020160502011104114002807591083011098000110NNN00
9930065COLGATE CEPILLOS DENTALES                   Twister Fresh medio     00000000NNColgate         00000283020160502001104113006500000078902114000110NNN00
9919009COLGATE CREMA DENTAL HERBAL                 Blanqueadora env. x 90 g00000000NNColgate         00000221020160502001104111900907891024133668000110NNN00
9948177COLGATE CREMA DENTAL LUMINOUS WHITE         Env.x 90 g              00000000NNColgate         00000508020160502011104114817707891024123027000110NNN00
9943854COLGATE CREMA DENTAL MAX FRESH              M.Fr.noche x 100 g      00000000NNColgate         00000388020160502011104114385407509546039145000110NNN00
9940960COLGATE CREMA DENTAL MAX WHITE              Crystal Mint x 90 g     00000000NNColgate         00000388020160502001104114096007891024123201000110NNN00
9928474COLGATE CREMA DENTAL SENSITIVE              Blanqueadora env.x 100 g00000000NNColgate         00000739020160502011104112847407891024134429000110NNN00
9939683COLGATE CREMA DENTAL SENSITIVE              Original env.x 100 g    00000000NNColgate         00000739020160502011104113968307891024134405000110NNN00
9944807COLGATE CREMA DENTAL SENSITIVE PRO ALIVIO   cr.x 50 g               00000000NNColgate         00000459020160502011104114480707891024123577000110NNN00
9948206COLGATE CREMA DENTAL TOTAL 12               Professio.enc.salud.x70g00000000NNColgate         00000504020160502011104114820607891024139325000110NNN00
9930026COLGATE CREMA DENTAL TRIPLE ACCION          env.x 180 g             00000000NNColgate         00000495020160502001104113002607793100111471000130NNN00
9930027COLGATE CREMA DENTAL TRIPLE ACCION          env.x 90 g              00000000NNColgate         00000261020160502001104113002707793100111464000110NNN00
9921679COLGATE CREMA DENTAL ULTRA                  Blanco env.x 90 g       00000000NNColgate         00000295020160502011104112167907891024137802000110NNN00
9918392COLGATE ENJUAGUE BUCAL PLAX                 Clasico env.x250ml      00000000NNColgate         00000569020160502001104111839207891024130100000110NNN00
9918393COLGATE ENJUAGUE BUCAL PLAX                 Clasico env.x500ml      00000000NNColgate         00000877020160502001104111839307891024130407000130NNN00
9943855COLGATE ENJUAGUE BUCAL PLAX                 Complete Care env.x250ml00000000NNColgate         00000669020160502001104114385507891024136614000110NNN00
9943856COLGATE ENJUAGUE BUCAL PLAX                 Complete Care env.x500ml00000000NNColgate         00001041020160502001104114385607891024136621000130NNN00
9918394COLGATE ENJUAGUE BUCAL PLAX                 Fresh Mint env.x250ml   00000000NNColgate         00000569020160502001104111839407891024130308000110NNN00
9918395COLGATE ENJUAGUE BUCAL PLAX                 Fresh Mint env.x500ml   00000000NNColgate         00000877020160502001104111839507891024130605000130NNN00
9941994COLGATE ENJUAGUE BUCAL PLAX                 Ice env.x 250 ml        00000000NNColgate         00000669020160502001104114199407891024136096000110NNN00
9943862COLGATE ENJUAGUE BUCAL PLAX                 Ice env.x 500 ml        00000000NNColgate         00001041020160502001104114386207891024136102000130NNN00
9939660COLGATE ENJUAGUE BUCAL PLAX                 Kids env.x 250 ml       00000000NNColgate         00000569020160502001104113966007891024136201000110NNN00
9948176COLGATE ENJUAGUE BUCAL PLAX                 Luminous whit env.x250ml00000000NNColgate         00000669020160502011104114817607891024179420000110NNN00
9948175COLGATE ENJUAGUE BUCAL PLAX                 Luminous whit env.x500ml00000000NNColgate         00001041020160502011104114817507891024179437000130NNN00
9944890COLGATE ENJUAGUE BUCAL PLAX                 Sensitive env.x 250 ml  00000000NNColgate         00000569020160502001104114489007891024136591000110NNN00
9943231COLGATE ENJUAGUE BUCAL PLAX                 Whitening x 250 ml      00000000NNColgate         00000669020160502001104114323107891024136369000110NNN00
9943232COLGATE ENJUAGUE BUCAL PLAX                 Whitening x 500 ml      00000000NNColgate         00001041020160502001104114323207891024136386000130NNN00
9930030COLGATE GEL DENTAL JUNIOR                   Barbie/Shrek env.x 90 g 00000000NNColgate         00000296020160502001104113003007891024133132000110NNN00
9930029COLGATE GEL DENTAL JUNIOR                   Bob Esponja env.x 90 g  00000000NNColgate         00000296020160502001104113002907891024133149000110NNN00
9919050COLGATE HILO DENTAL                         Hilo dental x 50 m 2X1  00000000NNColgate         00000331020160502001104111905007891024183014000110NNN00
9941995COLGATE HILO DENTAL TOTAL                   Fluor y Menta x 25 m    00000000NNColgate         00000375020160502001104114199507891024183236002510NNN00
9930064COLGATE HILO DENTAL TOTAL                   Hilo dental x 25 m      00000000NNColgate         00000375020160502001104113006407891024183205002510NNN00
