6339421STRIVERDI RESPIMAT                          sol.p/inh.x 30ds.+inhal.00000000NNBoehringer Ingel00008821220160504012000365242104048846008527003010NNN00
4236903DOM SIMECON                                 comp.x 30               00000000NNSanitas         00001461720160505002022124626507798011650224003010SNN00
5307001FOSFACOL 1F                                 fco.x 1 x 45 ml         00011714NNSanitas         00001439220160505002122125101107798011653072000110SNN00
5307002FOSFACOL 2F                                 fco.x 2 x 45 ml         00017004NNSanitas         00002851420160505002122124445507798011652211000210SNN00
5655002GASTROKIN                                   5 mg comp.rec.x 30      00000000NNSanitas         00001204820160505002022124205707798011651993003010SNN00
6290711LUMENCOL                                    bid¢n x 4 l             00000000NNSanitas         00004647920160505002022125101207798011653065000110SNN00
5896552PANTOMETYL 20                               comp.x 30               00008800NNSanitas         00001104420160505002022124742507798011651214003010SNN00
5896683PANTOMETYL 40                               comp.x 30               00014500NNSanitas         00002164720160505002022124740407798011651221003010SNN00
2633012POLIENZIM                                   200 mg grag.x 30        00000000NNSanitas         00001690120160505002022124626607798011650361003010SNN00
5631391RECTOCALM                                   400 mg comp.gastrorr.x3000029862SNSanitas         00004359520160505002022124205807798011651955003010SNN00
5631392RECTOCALM                                   400 mg comp.gastrorr.x6000059724SNSanitas         00008030620160505002022124205907798011651962006030SNN00
5273943SIDOMAL                                     comp.x 30               00000000NNSanitas         00000995020160505403022123583507798011651580003010SNN00
2956695SIMECON 250                                 grag.x 30               00000000NNSanitas         00001225120160505002022124626707798011650378003010SNN00
5990974UTRAL 300                                   300 mg comp.x 30        00030255NNSanitas         00005591420160505002022124626907798011650842003010SNN00
5990972UTRAL 300                                   300 mg comp.x 60        00068803NNSanitas         00011162220160505002022124627007798011650866006030SNN00
5325131ANASKEBIR                                   1 mg comp.rec.x 28      00000000NNAspen           00026188820160504003002733600107798083520531002810NNN00
5214211BITAKEBIR                                   50 mg comp.x 28         00000000NNAspen           00020877120160504003002733492707798083520388002810NNN00
5048401DOXOKEBIR                                   50 mg f.a.x 1           00000000NNAspen           00012499520160504003002733255607798083520173000110NNN00
4946251KEBIRTERONA                                 100 mg comp.x 30        00000000NNAspen           00019827020160504002002733492607798083520340003010NNN00
4946171KEBIRTERONA                                 50 mg comp.x 50         00000000NNAspen           00021007620160504002002733492507798083520333005010NNN00
9928683MITOKEBIR                                   20 mg f.a.x 1           00000000NNAspen           0003097702016050400300273286830             000110NNN00
5015521VINKEBIR                                    50 mg iny.f.a.x 1       00000000NNAspen           00019021420160504003002733492907798083520272000110NNN00
4525661ANDROSTAT                                   50 mg comp.x 50         00000000NNBioprofarma     00019500020160503002003862322007798021442482005010NNN00
4231371BIDROSTAT                                   50 mg comp.x 28         00000000NNBioprofarma     00020420020160503003003862396207798021442499002810NNN00
6249970CLINID                                      100 mg comp.rec.x 180   00000000NNBioprofarma     00737140020160503003003864952807798021440228018010NNN00
6250000CLINID                                      400 mg comp.rec.x 30    00000000NNBioprofarma     00504000020160503003003864952907798021440235003010NNN00
3353242FLUTRAX                                     comp.x 60               00000000NNBioprofarma     00005203220160503002003861887207798021442703006010NNN00
2809252KIDROLASE                                   10000 UI f.a.x 1        00000000NNBioprofarma     00032542720160503012003863952407798021443540000111NNN00
6281710MATURUS                                     100 mg f.a.x 1          00000000NNBioprofarma     00337600920160503003003865012107798021440242000110NNN00
3011511MITOXGEN                                    20 mg iny.f.a.x 10 ml   00000000NNBioprofarma     00009940020160503003003860138007798021442857000110NNN00
2980771TAMOXIS                                     20 mg comp.x 30         00000000NNBioprofarma     00002250020160503003003860132407798021442949003010NNN00
5248812ACTISON                                     100 mg comp.x 30        00013450NNBuxton          00002199120160505002006153758007791992884893003010SNN00
5248813ACTISON                                     100 mg comp.x 60        00024470NNBuxton          00004242920160505002006153515007791992884886006030SNN00
5192521AFIANCEN                                    20 mg comp.rec.x 30     00000000NNBuxton          00004743620160505003006153316807791992000163003010SNN00
0593371AFIDAT                                      100 mg comp.x 30        00041700SNBuxton          00007407020160505A03006154573307791992000033003010SNN00
0593384AFIDAT                                      200 mg comp.x 30        00059868SNBuxton          00009844820160505A03006154573407791992000040003010SNN00
0593368AFIDAT                                      25 mg comp.x 10         00009587SNBuxton          00001376220160505A03006154573107791992000019001010SNN00
9945732AFIDAT                                      25 mg comp.x 30         00028760SNBuxton          00004453320160505A03006154573207791992000026003030SNN00
0593397AFIDAT                                      300 mg comp.x 30        00086094SNBuxton          00010961620160505A03006154573507791992000057003010SNN00
5478131APOKINON                                    1% autoiny.c/sol.iny.x 100000000NNBuxton          00010032820160505A13006152013507791992885074000110NNN00
5672003BALFIBRO                                    150 mg caps.x 28        00035492SNBuxton          00006708820160505A03006154061807791992885142002810SNN00
5671973BALFIBRO                                    75 mg caps.x 28         00022722SNBuxton          00003855820160505A03006154061707791992885135002830SNN00
4989622CONGEX 24                                   750 mg comp.ac.prol.x 3000022082NNBuxton          00002909120160505002006153598807791992884985003030SNN00
5378002DINARON                                     5000UI liof.f.a.x1+solv.00019612SNBuxton          00006760220160505012006154533107791992000279000111SNN00
5377681FOSTIMON                                    75UI f.a.liof.x1+solv.x100000000NNBuxton          00007925820160505012006154533307791992000187000111SNN00
6325682INTELEC ER                                  16 mg caps.x 28         00075772SNBuxton          00012899720160505012006155164607791992000293002810SNN00
6325552INTELEC ER                                  8 mg caps.x 28          00033692SNBuxton          00008468320160505012006155164507791992000156003010SNN00
5377971LIFECELL                                    150UIf.a.liof.x1+solv.x100069244SNBuxton          00015660420160505012006154883207791992000255000111SNN00
5377841LIFECELL                                    75UI f.a.liof.x1+solv.x100035132SNBuxton          00008072620160505012006154533507791992000231000111SNN00
9939939DIBEN                                       env.x 500 ml            00008721SNFresenius Kabi  000015206201605040170A616399390             000130NNN00
9946839DIBEN DRINK                                 Capuchino brick x 200 ml00003324SNFresenius Kabi  000007876201605040170A6164683907798097940660000110NNN00
9939940DIBEN DRINK                                 Vainilla brick x 200 ml 00003324SNFresenius Kabi  00000787620160504017006163994007798097940677000110NNN00
9945926FREBINI ENERGY DRINK                        Banana env.x 200 ml     00000000NNFresenius Kabi  000006735201605040110A6164592607798097941841000110NNN00
9945927FREBINI ENERGY DRINK                        Frutilla env.x 200 ml   00000000NNFresenius Kabi  000006735201605040110A6164592707798097941858000110NNN00
9945928FREBINI ENERGY DRINK FIBRA                  Chocolate env.x 200 ml  00000000NNFresenius Kabi  000006735201605040110A6164592807798097941865000110NNN00
9950647FREBINI ENERGY DRINK FIBRA                  Vainilla env.x 200 ml   00003324SNFresenius Kabi  00000673520160504011006165064707798097941872000110NNN00
9945904FREBINI ORIGINAL                            env.x 500 ml            00000000NNFresenius Kabi  000015823201605040110A6164590404086000005913000110NNN00
9942786FRESUBIN                                    Env.x 400 g             00014111SNFresenius Kabi  000026397201605040170A616427860             000110NNN00
9950953FRESUBIN 2 KCAL CREME                       Capuchino env.x 125 g   00003751NNFresenius Kabi  000007742201605040170A6165095307798097942497000110NNN00
9950954FRESUBIN 2 KCAL CREME                       Vainilla env.x 125 g    00003751SNFresenius Kabi  000007742201605040170A6165095407798097942503000110NNN00
9948111FRESUBIN 2 KCAL DRINK                       F.del bosq env.x 200 ml 00003324SNFresenius Kabi  000008050201605040170A6164811107798097942220000110NNN00
9948110FRESUBIN 2 KCAL DRINK                       Vainilla env.x 200 ml   00003324SNFresenius Kabi  000008050201605040170A6164811007798097942237000110NNN00
9946840FRESUBIN ENERGY                             Neutro env.x 500 ml     00008721SNFresenius Kabi  000013871201605040170A6164684007798097942190000110NNN00
9942787FRESUBIN FIBRA                              Env.x 400 g             00014111SNFresenius Kabi  000026397201605040170A616427870             000110NNN00
9936354FRESUBIN FIBRA                              Vain.env.x 236 ml       00002745SNFresenius Kabi  000005727201605040170A616363540             000110NNN00
9938364FRESUBIN ORIGINAL                           env.flexible x 1000 ml  00013386SNFresenius Kabi  000025324201605040170A616383640             000110NNN00
9938365FRESUBIN ORIGINAL FIBRA                     env.flexible x 1000 ml  00013386SNFresenius Kabi  000025324201605040170A616383650             000110NNN00
9939936FRESUBIN PLUS                               Vain.env.x 236 ml       00002745SNFresenius Kabi  000005727201605040170A616399360             000110NNN00
9952419FRESUBIN POWDER CON FIBRA                   Vainilla env.x 500 g    00000000NNFresenius Kabi  00003948920160504011006165241904051895004501000110NNN00
9939938RECONVAN                                    env.x 500 ml            00008721SNFresenius Kabi  000017363201605040170A616399380             000110NNN00
9945869SUPPORTAN                                   env.x 500 ml            00000000NNFresenius Kabi  000017784201605040010A6164586907798097941919000110NNN00
9945210SUPPORTAN DRINK                             Capuchino env.x 200 ml  00000000NNFresenius Kabi  000009104201605040010A6164521007798097940684000110NNN00
9945211SUPPORTAN DRINK                             Frutos Trop.env.x 200 ml00000000NNFresenius Kabi  000009104201605040010A6164521107798097940691000110NNN00
9952418SURVIMED OPD EASY BAG                       env.x 500 ml            00000000NNFresenius Kabi  00001900920160504011006165241807798097942541000110NNN00
9949969SURVIMED OPD HN                             env.x 500 ml            00000000NNFresenius Kabi  00001911720160504011006164996907798097942282000110NNN00
9950269THICK & EASY                                lata x 225 g            00000000NNFresenius Kabi  00003100220160504017106165026905018750790015000110NNN00
9952424FOTOPROTECTOR ISDIN ULTRA ACTIVE UNIFY      s/color fluido x 50 ml  00000000NNIsdin           00004264020160504011106665242408429420093232000110NNN00
9952423FOTOPROTECTOR ISDIN ULTRA AGE REPAIR        fluido x 50 ml          00000000NNIsdin           00004619620160504011106665242308429420093233000110NNN00
9952422CAVIAHUE PROTECTOR SOLAR SPRAY              FPS 50 spray x 150 ml   00000000NNCopahue         00002050020160504001106835242207798120260031000110NNN00
9952425CAVIAHUE SOLAR EMULSION                     FPS 30 emuls.x 100 g    00000000NNCopahue         00001370020160504001106835242507798120260321000110NNN00
0637455TIRLEB                                      100 mg comp.rec.x 30    00000000NNLKM Onco/Especia00529910020160504003007775217407795367009232003010NNN00
0637468TIRLEB                                      150 mg comp.rec.x 30    00000000NNLKM Onco/Especia00653000020160504003007775216107795367009249003010NNN00
0637442TIRLEB                                      25 mg comp.rec.x 30     00000000NNLKM Onco/Especia00139000020160504003007775217307795367009225003010NNN00
0622142MIZARID                                     5 mg caps.x 21          00000000NNEverex-Oriental 01743985820160504003008015109107793236000656002110NNN00
