5607972PLASEDAN                                    0.5 mg comp.x 60        00004000NNEurofarma       00000615320150131403020185011707798016920421006020SNN00
5608001PLASEDAN                                    1 mg comp.x 30          00003300NNEurofarma       00000562320150131403020184097607798016921131003010SNN00
5608002PLASEDAN                                    1 mg comp.x 60          00006500NNEurofarma       00001018520150131403020185011807798016920438006020SNN00
5608131PLASEDAN                                    2 mg comp.x 30          00005500NNEurofarma       00000795720150131403020184097707798016921138003010SNN00
5608132PLASEDAN                                    2 mg comp.x 60          00011500NNEurofarma       00001485320150131403020185011907798016920445006020SNN00
6272682PONDERA 10                                  10 mg comp.rec.x 30     00011592NNEurofarma       00001680320160421413020185176407798016921343003010SNN00
6272712PONDERA 20                                  20 mg comp.rec.x 30     00020300NNEurofarma       00003597520160421413020185176507798016921336003010SNN00
3860961PRINOX                                      0.25 mg comp.x 30       00001551NNEurofarma       00000261220151228403020181501607793742009648003010SNN00
3860962PRINOX                                      0.25 mg comp.x 50       00002700NNEurofarma       00000443320160421403020181783507793742009686005030SNN00
2894142PRINOX                                      0.5 mg comp.x 30        00002300NNEurofarma       00000495820160421403020180031407793742009570003010SNN00
2894143PRINOX                                      0.5 mg comp.x 50        00003714NNEurofarma       00000740920160421403020180031307793742009587005030SNN00
2894222PRINOX                                      1 mg comp.x 30          00003300NNEurofarma       00000806720160421403020180031507793742009594003010SNN00
2894223PRINOX                                      1 mg comp.x 50          00007397NNEurofarma       00001315420160421403020181501707793742009655005030SNN00
3384431PRINOX                                      2 mg comp.x 30          00005500NNEurofarma       00001162920160421403020181268407793742009617003010SNN00
3384432PRINOX                                      2 mg comp.x 50          00010936NNEurofarma       00001988820160421403020183882207793742009624005030SNN00
5996391PROCINET NF                                 200 mg comp.x 30        00008800NNEurofarma       00001224220151228002020184647607798016920018003010SNN00
6331132PSISEVEN                                    150 mg caps.lib.prol.x2800027944NNEurofarma       00003743220160421413020185176807798016921862002810SNN00
6330972PSISEVEN                                    37.5mg caps.lib.prol.x2800016938NNEurofarma       00002175320160421413020185176607798016921848002810SNN00
6331002PSISEVEN                                    75 mg caps.lib.prol.x 2800018507NNEurofarma       00002458220160421413020185176707798016921824002810SNN00
5434714RODIPAL                                     12.5 mg comp.x 30       00008453NNEurofarma       00001281720160421002080185087307798016920346003010SNN00
5434715RODIPAL                                     12.5 mg comp.x 60       00013877NNEurofarma       00002307020160421002080185087407798016921756006030SNN00
5434844RODIPAL                                     25 mg comp.x 30         00009628NNEurofarma       00001598520160315002080185087507798016920353003010SNN00
5434845RODIPAL                                     25 mg comp.x 60         00017450NNEurofarma       00002877320160315002080185087607798016921763006030SNN00
5434684RODIPAL                                     6.25 mg comp.x 30       00005566NNEurofarma       00000832820160421002080185087107798016920322003010SNN00
5434685RODIPAL                                     6.25 mg comp.x 60       00009572NNEurofarma       00001467420160421002080185087207798016921749006030SNN00
6215841ROSULIP                                     10 mg comp.x 30         00019188NNEurofarma       00002825720160421002020184996607798016920308003010SNN00
6216841ROSULIP                                     20 mg comp.x 30         00036300NNEurofarma       00004988320160421002020184996707798016920315003010SNN00
4111901SUCRALMAX                                   susp.x 200 ml           00008956NNEurofarma       00001455420160421002020181734307798016920261000110SNN00
4675311URZAC                                       150 mg comp.x 20        00010018NNEurofarma       00002009120160315002020183745407798016920858002010SNN00
4675491URZAC                                       300 mg comp.x 30        00030255NNEurofarma       00004730720160421002020182752007798016920483003010SNN00
4675492URZAC                                       300 mg comp.x 50        00047809NNEurofarma       00008015120160421002020183343007798016920667005030SNN00
5677002URZAC FORTE                                 500 mg comp.x 30        00051940NNEurofarma       00008140520160421002020184168707798016921503003010SNN00
3366611ACTINERVAL                                  200 mg comp.x 30        00009300NNBag¢            00001220420160414002060211063407790375000011003010SNN00
3366613ACTINERVAL                                  200 mg comp.x 60        00015300NNBag¢            00001691620160414002060211063507790375000028006030SNN00
6065422ACTUAL 24                                   20 mg comp.rec.gast.x 1500005000NNBag¢            00000458320151103002020214709507790375000844001510SNN00
9948997ACTUAL PANTO 24                             20 mg comp.rec.gast.x 1400004379NNBag¢            00000699620160414001000214899707790375002015001410SNN00
5360263AFEBRIL                                     20 mg/ml susp.x 100 ml  00002904NNBag¢            00000484320151103002020213616007790375261856000110SNN00
9943175AFEBRIL                                     200 mg comp.mast.x 10   00001593NNBag¢            00000245020151204001000214317507790375266875001010SNN00
5360394AFEBRIL FORTE                               40 mg/ml susp.x 100 ml  00004500NNBag¢            00000803020160414002020213616107790375261887000110SNN00
0462781AKINETON                                    comp.x 20               00005123NNBag¢            00000736620160414A03060210463507790375000387002010SNN00
0462782AKINETON                                    comp.x 60               00011879NNBag¢            00001878120160414A03060210463707790375000394006030SNN00
4145401AKINETON RETARD                             comp.x 30               00010767NNBag¢            00001645920160414A03060211853707790375000400003010SNN00
6243846ALFAXIN                                     100mg comp.rec.lib.prx3000037551NNBag¢            00005998520160414403020214928207790375003227003010SNN00
6243716ALFAXIN                                     50mg comp.rec.lib.pr.x3000020576NNBag¢            00003319320160414403020214928107790375003210003010SNN00
5417554AZECAR                                      1 mg comp.x 30          00002540NNBag¢            00000293320151103002000213790807790375262235003010SNN00
5417684AZECAR                                      4 mg comp.x 30          00011817NNBag¢            00001840020160414002060213790907790375262242003010SNN00
2004863BACTICEL                                    comp.x 12               00010674NNBag¢            00001789920160414002080211831707790375250317001210SNN00
2004943BACTICEL                                    susp.x 120 ml           00010952NNBag¢            00001836520160414002080211831807790375250324000110SNN00
1704731BAGO B1 B6 B12                              10000 mcg iny.f.a.x 3   00009807NNBag¢            00001644520160414002020211178207790375245306000310SNN00
1704732BAGO B1 B6 B12                              10000 mcg iny.f.a.x 6   00021053NNBag¢            00003530420160414002020211537007790375000080000630SNN00
0103643BAGO B1 B6 B12                              5000 mcg comp.x 30      00012800NNBag¢            00002057920160414002020211536907790375002152003010SNN00
5711391BAGO B1 B6 B12                              sol.x 100 ml            00011066NNBag¢            00001855720160414002020210088307790375245375000110SNN00
9925550BATMOTROPIN                                 comp.x 20               00003800NNBag¢            0000023542015110300200021255500             002010NNN00
4083372BENAPROST                                   5 mg comp.x 28          00009213NNBag¢            00001434720160414002020212473707790375251079002810SNN00
6292267BILATIX                                     300 mg comp.x 50        00047809NNBag¢            00007527420160414002020215105707790375003654005010SNN00
3406123CARDIOREX                                   10 mg comp.x 30         00013000NNBag¢            00003377220160414002080211457507790375002138003010SNN00
3406043CARDIOREX                                   5 mg comp.x 30          00008300NNBag¢            00001822020160414002080211457407790375002121003010SNN00
6206393CARDIOREX CDO                               10 mg comp.desin.oralx3000013000NNBag¢            00003883920160414002080215038507790375003531003010SNN00
6206263CARDIOREX CDO                               5 mg comp.desin.oralx 3000008300NNBag¢            00002186420160414002080215038407790375003524003010SNN00
5080052CARVEDIL                                    12.5 mg comp.x 28       00007550NNBag¢            00001470320160414002080213174107790375252243002810SNN00
5080054CARVEDIL                                    12.5 mg comp.x 56       00012340NNBag¢            00002200020160414002080214638507790375000356005630SNN00
5080102CARVEDIL                                    25 mg comp.x 28         00009300NNBag¢            00001697120160414002080213174207790375252229002810SNN00
5080104CARVEDIL                                    25 mg comp.x 56         00015535NNBag¢            00002717420160414002080214638607790375000370005630SNN00
5288613CARVEDIL                                    3.125 mg comp.x 28      00003566NNBag¢            00000710920160414002080213525707790375261795002810SNN00
5631002CARVEDIL                                    50 mg comp.x 28         00013118NNBag¢            00003086220160414002080214005107790375266059002810SNN00
5079982CARVEDIL                                    6.25 mg comp.x 28       00005770NNBag¢            00001306720160414002080213174007790375252267002810SNN00
5941843CARVEDIL RETARD                             10 mg caps.lib.prol.x 2800008273NNBag¢            00001154520160414002080214614907790375002848002810SNN00
5941973CARVEDIL RETARD                             20 mg caps.lib.prol.x 2800013159NNBag¢            00002074220160414002080214615007790375002855002810SNN00
5942003CARVEDIL RETARD                             40 mg caps.lib.prol.x 2800016335NNBag¢            00002547220160414002080214615107790375002862002810SNN00
5942133CARVEDIL RETARD                             80 mg caps.lib.prol.x 2800019758NNBag¢            00003024820160414002080214615207790375002879002810SNN00
5525551CLIMALONA                                   comp.x 30               00017730NNBag¢            00001247420151103012000213990107790375262747003010SNN00
9925562DILIUM                                      400 mg comp.x 60        00026173NNBag¢            0000183742015110300200021255620             006010NNN00
9925563DILIUM                                      600 mg comp.x 30        00011891NNBag¢            0000169872015110300200021255630             003010NNN00
5657682DIOXAFLEX                                   50 mg comp.mast.x 10    00002541NNBag¢            00000632920160318002020214240207790375266370001010SNN00
6021971DIOXAFLEX                                   75 mg comp.mast.x 15    00006987NNBag¢            00001958620160414002020214656107790375000615001510SNN00
3960613DIOXAFLEX                                   75 mg comp.x 10         00004008NNBag¢            00000710120151103002020213695907790375262297001010SNN00
3960611DIOXAFLEX                                   75 mg comp.x 15         00006987NNBag¢            00001917720160414002020211588607790375000165001520SNN00
