4539782ALPRAZOLAM MICROSULES                       1 mg comp.x 30          00003300NNMicrosules Arg. 00000806020160509403022352328807791829004739003010SNN00
4539783ALPRAZOLAM MICROSULES                       1 mg comp.x 60          00006500NNMicrosules Arg. 00001485020160509403022352329007791829004746006030SNN00
4539862ALPRAZOLAM MICROSULES                       2 mg comp.x 30          00005500NNMicrosules Arg. 00001200020160509403022352329207791829004753003010SNN00
5296113ANEXA                                       10 mg comp.x 30         00013000NNMicrosules Arg. 00002450020160509002082353514007791829009680003010SNN00
5296063ANEXA                                       5 mg comp.x 30          00008300NNMicrosules Arg. 00001380020160509002082353513907791829009666003010SNN00
3501741ANGOTEN-ANGUTEN                             200 mg comp.x 20        00003800NNMicrosules Arg. 00000780020160509002002351717507791829000120002010SNN00
3501743ANGOTEN-ANGUTEN                             200 mg comp.x 50        00009500NNMicrosules Arg. 00001900020160509002002351717607791829000137005030SNN00
3793563ATENOLOL MICROSULES                         50 mg comp.x 28         00003800NNMicrosules Arg. 00000625020160509002062353212107791829008812002810SNN00
3793564ATENOLOL MICROSULES                         50 mg comp.x 56         00008000NNMicrosules Arg. 00001257020160509002062353212207791829008829005630SNN00
3805351COPIRON                                     400 mg comp.rec.x 10    00001289NNMicrosules Arg. 00000250020160509001002351718707791829000243001010SNN00
3805352COPIRON                                     400 mg comp.rec.x 20    00002500NNMicrosules Arg. 00000500020160509001002351718807791829000250002030SNN00
4364111CUSTEY                                      2 mg comp.x 10          00003206NNMicrosules Arg. 00000630020160509002022352208707791829008300001010SNN00
4264622DIASTONE                                    50 mg comp.x 15         00003059NNMicrosules Arg. 00000750020160509002022352111207791829008119001510SNN00
4264702DIASTONE                                    75 mg comp.x 15         00006987NNMicrosules Arg. 00000950020160509002022352111407791829008133001510SNN00
4264704DIASTONE                                    75 mg comp.x 30         00013000NNMicrosules Arg. 00001600020160509002022352111507791829008140003030SNN00
5327261DIASTONE FLEX                               comp.rec.x 10           00000000NNMicrosules Arg. 00000857020160509002022354624507791829000632001010SNN00
4264882DIASTONE RETARD                             100 mg comp.x 15        00006500NNMicrosules Arg. 00001557820160509002022352111707791829008263001510SNN00
4559822ENROMIC                                     50 mg comp.rec.x 30     00020500NNMicrosules Arg. 00002653120160509002062352329107791829008461003010SNN00
5312393ENTARSOL 12.5                               12.5 mg comp.x 28       00007550NNMicrosules Arg. 00001161020160509002082354553307791829019092002810SNN00
5312423ENTARSOL 25                                 25 mg comp.x 28         00009300NNMicrosules Arg. 00001413020160509002082354553407791829019115002810SNN00
5312263ENTARSOL 6.25                               6.25 mg comp.x 28       00005770NNMicrosules Arg. 00000890020160509002082354553207791829019078002810SNN00
3978111FINACILEN                                   30 mg comp.rec.x 30     00006340NNMicrosules Arg. 00001020020160509002002351917007791829008164003010SNN00
3978112FINACILEN                                   30 mg comp.rec.x 60     00010488NNMicrosules Arg. 00001700020160509002002351917107791829008171006030SNN00
4365023FINASEPT                                    500 mg comp.x 16        00018974NNMicrosules Arg. 00002950020160509003002351918107791829004609001610SNN00
5201442FINLIPOL                                    10 mg comp.x 30         00018800NNMicrosules Arg. 00002992320160509002062353532807791829009239003010SNN00
5201443FINLIPOL                                    10 mg comp.x 60         00038574NNMicrosules Arg. 00005259020160509002062353532907791829009246006030SNN00
5201512FINLIPOL                                    20 mg comp.x 30         00029300NNMicrosules Arg. 00005091020160509002062353533007791829009215003010SNN00
5201513FINLIPOL                                    20 mg comp.x 60         00063182NNMicrosules Arg. 00009100020160509002062353533107791829009130006030SNN00
4363122FLUTIAMIK                                   comp.x 30               00016530NNMicrosules Arg. 00002530020160509002022351932707791829008188003010SNN00
5921971FORLADY                                     comp.rec.x 21           00000000ENMicrosules Arg. 00000590020160509002002354888507791829000755002110NNN00
5243282FORTONOL                                    4 mg comp.x 20          00005500NNMicrosules Arg. 00000846720160509002062353532707791829009642002010SNN00
5160661GASTROLINA COMPUESTA                        comp.rec.x 10           00000000NNMicrosules Arg. 00000690020160509002022353998707791829009109001010SNN00
5784711INTERSULES                                  150 mg comp.rec.x 1     00014044SNMicrosules Arg. 00002706720160509002022354833507791829000717000110SNN00
5784713INTERSULES                                  150 mg comp.rec.x 3     00042131SNMicrosules Arg. 00005750020160509002022355048607791829000946000350SNN00
3152431KEMANAT                                     10 mg comp.x 10         00004224NNMicrosules Arg. 00000830020160509002022350961607791829009413001010SNN00
3152511KEMANAT                                     20 mg comp.x 10         00006977NNMicrosules Arg. 00001160020160509002022350961707791829009437001010SNN00
3152512KEMANAT                                     20 mg comp.x 20         00010728NNMicrosules Arg. 00001833420160509002022350189907791829009444002030SNN00
5075712KEMANAT                                     Sublingual comp.x 10    00006542NNMicrosules Arg. 00000940020160509002022352539807791829009451001010SNN00
5098701LOMET                                       4 mg comp.x 15          00009813NNMicrosules Arg. 00001350020160509002042353267307791829008768001510SNN00
5098702LOMET                                       4 mg comp.x 30          00018000NNMicrosules Arg. 00002613520160509002042353267407791829008775003030SNN00
2768673MICAR                                       20 mg comp.x 20         00000000NNMicrosules Arg. 00000660020160509002002351317307791829008331002010SNN00
6120714MICRO-CAPE                                  75 mg comp.rec.x 30     00037000NNMicrosules Arg. 00004790020160509002022355004707791829000847003010SNN00
4363702MICROSULF                                   500 mg comp.x 10        00010500NNMicrosules Arg. 00001910020160509003082352111907791829008201001010SNN00
4580012MICROTEROL                                  5mg/ml sol.p/nebul.x20ml00003758NNMicrosules Arg. 00000750020160509002062351937007791829008478000110SNN00
3502992NOBACTAM                                    1 g comp.rec.x 16       00012973NNMicrosules Arg. 00002133020160509003082351719207791829000373001630SNN00
3503062NOBACTAM                                    250 mg susp.ped.x 90 ml 00003510NNMicrosules Arg. 00000856020160509002082353982107791829018422000110SNN00
3502812NOBACTAM                                    500 mg comp.rec.x 16    00003322NNMicrosules Arg. 00000690020160509003002351719007791829000359001630SNN00
3801392NOBACTAM                                    500 mg susp.ped.x 90 ml 00004161NNMicrosules Arg. 00000985020160509002082353982207791829018439000110SNN00
4541402NOBACTAM BRONQUIAL                          comp.rec.x 16           00000000NNMicrosules Arg. 00001700020160509002022351937907791829008409001610SNN00
5284413NOBACTAM CLAVULANICO 2                      comp.rec.x 14           00016300NNMicrosules Arg. 00002640020160509003082354524707791829000618001410SNN00
3503302NOTRAB                                      150 mg comp.rec.x 20    00002814NNMicrosules Arg. 00000760020160509002002351719407791829000397002010SNN00
3503303NOTRAB                                      150 mg comp.rec.x 60    00007688NNMicrosules Arg. 00001800020160509002002351719507791829000403006030SNN00
3503222NOTRAB                                      300 mg comp.rec.x 30    00009500NNMicrosules Arg. 00002100020160509002002351719607791829000410003010SNN00
5527421OBLISEC                                     20 mg caps.x 14         00005508NNMicrosules Arg. 00001380020160509002002353971907791829018545001410SNN00
5527424OBLISEC                                     20 mg caps.x 28         00013800NNMicrosules Arg. 00002600020160509002002353972007791829018552002830SNN00
5573261OVULOL UD                                   1.5 mg comp.x 1         00000000NNMicrosules Arg. 00000686020160509002002354036407791829018583000110NNN00
5652551PURPUMICINA                                 susp.oft.x 5 ml         00006300NNMicrosules Arg. 00001040020160509002002354292407791829018972000110SNN00
5649424QUAZEMIC                                    0.5 mg comp.x 30        00004300NNMicrosules Arg. 00000750020160509403022354624107791829000649003010SNN00
5649427QUAZEMIC                                    0.5 mg comp.x 60        00007500NNMicrosules Arg. 00001280020160509403022354624207791829000656006030SNN00
5649554QUAZEMIC                                    2 mg comp.x 30          00004800NNMicrosules Arg. 00000840020160509403062354624307791829000663003010SNN00
5649557QUAZEMIC                                    2 mg comp.x 60          00008000NNMicrosules Arg. 00001395020160509403062354624407791829000670006030SNN00
5353264REDUGLUC                                    500 mg comp.x 100       00014306NNMicrosules Arg. 00002150020160509002042353665907791829009901010050SNN00
5353262REDUGLUC                                    500 mg comp.x 30        00003300NNMicrosules Arg. 00000715520160509002042353665707791829009888003010SNN00
5353263REDUGLUC                                    500 mg comp.x 60        00007000NNMicrosules Arg. 00001099020160509002042353665807791829009895006020SNN00
5353394REDUGLUC A.P.                               850 mg comp.x 100       00028500NNMicrosules Arg. 00003790020160509002042353666207791829009932010050SNN00
5353392REDUGLUC A.P.                               850 mg comp.x 30        00007500NNMicrosules Arg. 00001150020160509002042353666007791829009918003010SNN00
5353393REDUGLUC A.P.                               850 mg comp.x 60        00015000NNMicrosules Arg. 00002150020160509002042353666107791829009925006020SNN00
4364531RILAQUIN                                    10 mg comp.x 20         00001554NNMicrosules Arg. 00000285020160509002002352130807791829008287002010SNN00
4364612RILAQUIN                                    Ad.gts.x 20 ml          00003000NNMicrosules Arg. 00000738320160509002002352130907791829008294000110SNN00
6205971RILAQUIN SL                                 10 mg comp.subl.x 10    00005054NNMicrosules Arg. 00000828920160509002022354861407791829000748001010SNN00
6128712SEMANAR                                     160 mg comp.rec.x 14    00011032NNMicrosules Arg. 00001450020160509002082355088307791829000908001410SNN00
6128715SEMANAR                                     160 mg comp.rec.x 28    00026200NNMicrosules Arg. 00003340020160509002082355088407791829000915002830SNN00
6128682SEMANAR                                     80 mg comp.rec.x 14     00009087NNMicrosules Arg. 00001220020160509002082355088107791829000885001410SNN00
6128685SEMANAR                                     80 mg comp.rec.x 28     00019000NNMicrosules Arg. 00002670020160509002082355088207791829000892002830SNN00
5923393SINURIT                                     1000 mg comp.rec.x 16   00000000NNMicrosules Arg. 00002320020160509003082355227907791829001042001610NNN00
5923263SINURIT                                     500 mg comp.rec.x 16    00006049NNMicrosules Arg. 00001250020160509003082355004607791829000830001610SNN00
3826141SOLACIL                                     comp.rec.x 10           00000000NNMicrosules Arg. 00000880020160509A03022353998807791829018590001010SNN00
3502313SULOCTEN                                    10 mg comp.x 30         00005500NNMicrosules Arg. 00000950020160509002062354062807791829018644003010SNN00
3502493SULOCTEN                                    20 mg comp.x 30         00006103NNMicrosules Arg. 00001130020160509002062354041207791829018668003010SNN00
3502495SULOCTEN                                    20 mg comp.x 60         00015800NNMicrosules Arg. 00002199020160509002062354041607791829018675006030SNN00
3502233SULOCTEN                                    5 mg comp.x 30          00003300NNMicrosules Arg. 00000495020160509002062354062607791829018620003010SNN00
3502235SULOCTEN                                    5 mg comp.x 60          00007500NNMicrosules Arg. 00001010020160509002062354062707791829018637006030SNN00
4429212TANAVAT                                     10 mg comp.x 30         00015000NNMicrosules Arg. 00002495020160509002062352204207791829008379003010SNN00
5136272TANAVAT                                     20 mg comp.x 30         00016800NNMicrosules Arg. 00002760020160509002062353323007791829008959003010SNN00
4555521TANEZOX                                     500 mg comp.x 3         00004959NNMicrosules Arg. 00000990020160509003082352329407791829008423000310SNN00
4555522TANEZOX                                     500 mg comp.x 6         00008699NNMicrosules Arg. 00001480020160509003082353924707791829018415000630SNN00
5128611TILIOS                                      70 mg comp.x 4          00008948SNMicrosules Arg. 00001739820160509002082353955007791829009383000410SNN00
5128612TILIOS                                      70 mg comp.x 8          00017895SNMicrosules Arg. 00002250020160509002082353361607791829009390000830SNN00
5547392TRAVELGUM                                   0.4 mg caps.x 30        00028000NNMicrosules Arg. 00003930020160509003022355160707791829001011003010SNN00
6078395TURBULINA                                   10 mg comp.rec.x 28     00021500NNMicrosules Arg. 00002646520160509002022355054007791829000854002810SNN00
6078425TURBULINA                                   20 mg comp.rec.x 28     00036928NNMicrosules Arg. 00004930020160509002022355115107791829000960002810SNN00
5108221VIRIPOTENS                                  100 mg comp.rec.x 30    00000000NNMicrosules Arg. 00006000020160509A03022354920007791829000779003010NNN00
5108172VIRIPOTENS                                  50 mg comp.rec.x 2      00000000NNMicrosules Arg. 00000460020160509A03022353303107791829008799000210NNN00
5108171VIRIPOTENS                                  50 mg comp.rec.x 30     00000000NNMicrosules Arg. 00004500020160509A03022353940507791829018460003050NNN00
5108175VIRIPOTENS                                  50 mg comp.rec.x 6      00000000NNMicrosules Arg. 00000900020160509A03022353303207791829008805000620NNN00
5436716VIRIPOTENS M                                Frut.50 mg comp.mast.x 200000000NNMicrosules Arg. 00000450020160509A03022353927207791829018507000210NNN00
5436718VIRIPOTENS M                                Frut.50 mg comp.mast.x3000000000NNMicrosules Arg. 00005000020160509A03022354620607791829000106003030NNN00
5436712VIRIPOTENS M                                Menta 50mg comp.mast.x 200000000NNMicrosules Arg. 00000450020160509A03022353927307791829018446000210NNN00
5436717VIRIPOTENS M                                Menta 50mg comp.mast.x3000000000NNMicrosules Arg. 00005000020160509A03022354620507791829000090003030NNN00
5234271GLUCO-K                                     elixir x 150 ml         00002466NNLafedar         00000459020160510002023973477707798021295996000110SNN00
5736391ARTOMEY DUO                                 10/10 mg comp.rec.x 30  00000000NNIvax Arg.       00006504520160506002005185243617795326010026003010NNN00
5736421ARTOMEY DUO                                 20/10 mg comp.rec.x 30  00000000NNIvax Arg.       00011149520160506002005185243717795326010033003010NNN00
5736261ARTOMEY DUO                                 5/10 mg comp.rec.x 30   00000000NNIvax Arg.       00006015020160506002005185243517795326010019003010NNN00
6377711NULARTRIN GLUCO                             caps.x 60               00000000NNIvax Arg.       00004499120160506002005185243217795326001949006010NNN00
6340131PRAXIS NF                                   comp.x 30               00000000NNIvax Arg.       00001647020160506002005185243317795326004407003010NNN00
6340132PRAXIS NF                                   comp.x 60               00000000NNIvax Arg.       00002894920160506002005185243417795326004414006030NNN00
9942635PRODIGY AUTOCODE                            tiras reactivas x 50    00000000CNLaboratorio Alve00006788020160509012145914263500384840518001005010NNN00
9942636PRODIGY AUTOCODE AUDIO KIT                  medid+punz+lanc+tir+sol.00000000NNLaboratorio Alve0000469812016050901210591426360             000110NNN00
6335841CERVILANE                                   comp.rec.x 100          00000000NNPharmaDorf      00003594820160509002026005167507795312002127010030SNN00
6335842CERVILANE                                   comp.rec.x 40           00000000NNPharmaDorf      00001660520160509002026005167407795312002813004010SNN00
5419421CIPROFLOXACINA DORF                         sol.oft.x 5 ml          00007005NNPharmaDorf      00001164420160509002086003705107798103380106000110SNN00
5021631DARIC                                       comp.x 30               00016530NNPharmaDorf      00002909420160509002026003106007791848272027003010SNN00
5503711DECALCIT                                    comp.x 30               00000000NNPharmaDorf      00000846320160509002086004246607791848005014003010SNN00
5131281DEXAMETASONA DORF                           sol.oft.x 10 ml         00006556NNPharmaDorf      00001079220160509002026003263607798103390038000110SNN00
6043131DIABEN P                                    30 mg comp.x 30         00000000NNPharmaDorf      00002813720160509002026004646407796285055448003010SNN00
5154341DORZOLAMIDA T DORF                          sol.oft.x 5 ml          00016612NNPharmaDorf      00002124220160509002086003832107798103390113000110SNN00
5041111EDICTUM 0.5 MG                              comp.x 30               00004300NNPharmaDorf      00000631220160509403026003106407791848277015003020SNN00
5041113EDICTUM 0.5 MG                              comp.x 50               00006944NNPharmaDorf      00000794720160509403026003683707791848277091005050SNN00
5041271EDICTUM 2 MG                                comp.x 30               00004800NNPharmaDorf      00000643820160509403066003106107791848277039003020SNN00
5041273EDICTUM 2 MG                                comp.x 50               00008300NNPharmaDorf      00000940520160509403066003683807791848277107005050SNN00
5609421ELASTERIN MAX                               comp.rec.x 1 + comp.x 3000000000NNPharmaDorf      00003823820160509002026004246707791848287007003110SNN00
5158051HIALUDORF                                   sol.oft.x 10 ml         00000000NNPharmaDorf      00001090020160509001026003279107798103390052000110NNN00
5158052HIALUDORF                                   sol.oft.x 15 ml         00000000NNPharmaDorf      00001427520160509001026005148407798103390632000130NNN00
2159801KARILE                                      10 mg comp.x 20         00000000NNPharmaDorf      00000907320160509403026000649007791848020024002010SNN00
2159981KARILE                                      20 mg comp.x 20         00000000NNPharmaDorf      00001188220160509403026000649107791848020048002010SNN00
2502671KARILE                                      40 mg comp.x 20         00000000NNPharmaDorf      00001782820160509403026000649207791848020062002010SNN00
5741391KEIM ALER                                   0.1% sol.oft.ester.x5 ml00009502NNPharmaDorf      00001637320160509002026004772707798103390502000110SNN00
5741392KEIM ALER                                   0.1% sol.oft.ester.x6 ml00010234NNPharmaDorf      00001763320160509002026005148907798103390618000110SNN00
5165021LATANOPROST DORF                            50mcg/ml sol.oft.x 2.5ml00013800NNPharmaDorf      00001905620160509002086003471607798103390076000111SNN00
5165022LATANOPROST DORF                            50mcg/ml sol.oft.x 3 ml 00013059NNPharmaDorf      00002052220160509002086005148507798103390588000131SNN00
5730391LATIMODORF                                  gts.oft.x 2.5 ml        00000000NNPharmaDorf      00001693820160509012026004178307798103390151000111SNN00
5730392LATIMODORF                                  gts.oft.x 3 ml          00000000NNPharmaDorf      00001824120160509012026005148607798103390625000111SNN00
5724262LIRTODAC                                    250 mcg aer.x 120 dosis 00026800NNPharmaDorf      00003566020160509002066004172007796285270742012030SNN00
5737262LIRTODAC PLUS                               125/25mcg aer.x 120dosis00028263NNPharmaDorf      00003755520160509002086004172207796285270759012010SNN00
5737132LIRTODAC PLUS                               250/25mcg aer.x 120dosis00031300NNPharmaDorf      00004246920160509002086004172307796285270766012010SNN00
9940213MOX 12 HS                                   220 mg comp.rec.x 10    00001134NNPharmaDorf      00000407720160509001026004021307796285053239001010NNN00
4056221MOX FORTE                                   comp.rec.x 10           00005287NNPharmaDorf      00000752120160509002026004261807796285053918001010SNN00
5111901TOBRAMICINA DORF                            sol.oft.x 5 ml          00004240NNPharmaDorf      00000599220160509002086003198607798103390014000111SNN00
9952134AGUJAS CLICKFINE                            31G x 6mm agujas x 100  00000000NNLatin Plus      00003110020160510011006885213407613117131036010010NNN00
9952135AGUJAS CLICKFINE                            31G x 8mm agujas x 100  00000000NNLatin Plus      00003110020160510011006885213507613117141042010010NNN00
9952133AGUJAS CLICKFINE                            32G x 4mm agujas x 100  00000000NNLatin Plus      00003110020160510011006885213307613117121020010010NNN00
9948212AGUJAS PENFINE 6MM 31G                      ag./lap. x 100 u.       00000000NNLatin Plus      00003110020160510001046884821207613117009076010010NNN00
9948211AGUJAS PENFINE 8 MM 31G                     ag./lap. x 100 u.       00000000NNLatin Plus      00003110020160510001046884821107613117009083010010NNN00
9950815BIONIME KIT NUEVO GM700                     medidor de glucosa x 1  00000000NNLatin Plus      00006790020160510017106885081500883489310118000110NNN00
9950219BIONIME LANCETAS                            lancetas caja x 100     00000000NNLatin Plus      00001800020160510017146885021900883489000156010010NNN00
9950816BIONIME TIRAS GS700 NUEVAS                  tiras reactivas x 50    00000000CNLatin Plus      00006790020160510017146885081600883489310125005010NNN00
5219991ANASTROZOL TECHSPERE                        1 mg comp.rec.x 28      00000000NNTechsphere      00018610220160510003007103439607798096690321002810NNN00
5343711BICALUTAMIDA TECHSPHERE                     50 mg comp.x 30         00000000NNTechsphere      00029146520160510002007104622807798138890152003010NNN00
5195001CAPECITABINA TECHSPHERE                     500 mg comp.x 120       00000000NNTechsphere      00141500820160510002007104623407798138890145012010NNN00
5195211CIPROTERONA TECHSPERE                       50 mg comp.x 50         00000000NNTechsphere      00016389020160510002007103367207798096990260005010NNN00
5470681COLISTINA TECHSPHERE                        iny.f.a.x 1+ solv.x 2ml 00000000NNTechsphere      00003305820160510003007103920407798096990666000160SNN00
9940955ENZYBAR                                     Barra x 30 x 64 g       00000000NNTechsphere      00014887920160510001107104095507798138890046003050NNN00
5720551FOSCAN                                      fco.a.x 5 ml            00000000NNTechsphere      01888476920160510002007104906107798138890121000110NNN00
3243011ISOSORBIDE 5 MONONITRATO TECHSPHERE         20 mg comp.x 20         00002122NNTechsphere      00000433120160510002007103313507798096990239002010SNN00
3243012ISOSORBIDE 5 MONONITRATO TECHSPHERE         20 mg comp.x 50         00005831NNTechsphere      00000849720160510002007103313607798096990246005030SNN00
3243191ISOSORBIDE 5 MONONITRATO TECHSPHERE         40 mg comp.x 20         00003906NNTechsphere      00000779520160510002007103313707798096990253002010SNN00
